schedule_id,staff_id,staff_name,role,shift_date,shift_start,shift_end,assigned_unit,assigned_area
SCH00000242,STF8826,Dr. Johnson,Respiratory Therapist,2026-01-14,07:00,19:00,ICU,ICU - Zone C
SCH00000243,STF7774,Nurse Smith,PA,2026-01-14,19:00,07:00,ICU,ICU - Zone B
SCH00000244,STF8075,Dr. Johnson,RN,2026-01-14,07:00,15:00,ICU,ICU - Zone B
SCH00000245,STF7122,Dr. Johnson,NP,2026-01-14,15:00,23:00,ICU,ICU - Zone C
SCH00000246,STF8853, Johnson,Physical Therapist,2026-01-14,23:00,07:00,ICU,ICU - Zone B
SCH00000247,STF4954,Nurse Smith,Physical Therapist,2026-01-14,23:00,07:00,ICU,ICU - Zone B
SCH00000248,STF8090,Dr. Jones,Physical Therapist,2026-01-14,07:00,19:00,ICU,ICU - Zone B
SCH00000249,STF3384,Nurse Williams,RN,2026-01-14,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000250,STF8610, Williams,PA,2026-01-14,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000251,STF6048,Nurse Jones,Pharmacist,2026-01-14,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000252,STF3248, Brown,Pharmacist,2026-01-14,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000253,STF6610, Smith,Respiratory Therapist,2026-01-14,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000254,STF5122, Jones,Resident,2026-01-14,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000255,STF4732, Johnson,PA,2026-01-14,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000256,STF6710, Brown,Resident,2026-01-14,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000257,STF5563, Johnson,Resident,2026-01-14,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000258,STF3281, Williams,Resident,2026-01-14,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000259,STF9892,Nurse Jones,Respiratory Therapist,2026-01-14,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000260,STF9521, Williams,CNA,2026-01-14,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000261,STF4370, Brown,Physical Therapist,2026-01-14,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000262,STF7143, Williams,Physician,2026-01-14,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000263,STF8521,Nurse Jones,Respiratory Therapist,2026-01-14,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000264,STF2180, Brown,Resident,2026-01-14,07:00,19:00,Pediatrics,Pediatrics - Zone B
SCH00000265,STF1053,Nurse Brown,LPN,2026-01-14,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000266,STF5539,Dr. Williams,Respiratory Therapist,2026-01-14,23:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000267,STF1835,Dr. Brown,NP,2026-01-14,15:00,23:00,Pediatrics,Pediatrics - Zone C
SCH00000268,STF8162,Dr. Johnson,NP,2026-01-14,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000269,STF3013,Dr. Williams,PA,2026-01-14,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00000270,STF2760,Dr. Smith,Respiratory Therapist,2026-01-14,23:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000271,STF7934, Smith,Physician,2026-01-14,07:00,19:00,Pediatrics,Pediatrics - Zone C
SCH00000272,STF1161, Williams,LPN,2026-01-14,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000273,STF5656,Dr. Jones,NP,2026-01-14,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000274,STF5370,Dr. Smith,Respiratory Therapist,2026-01-14,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000275,STF6189,Dr. Jones,Physician,2026-01-14,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000276,STF1285, Jones,CNA,2026-01-14,07:00,19:00,Pediatrics,Pediatrics - Zone C
SCH00000277,STF5419,Dr. Brown,Pharmacist,2026-01-14,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00000278,STF4965,Dr. Johnson,Pharmacist,2026-01-14,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000279,STF5578, Williams,LPN,2026-01-14,07:00,19:00,Emergency Department,Emergency Department - Zone A
SCH00000280,STF8130,Nurse Johnson,Physical Therapist,2026-01-14,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000281,STF4804, Brown,LPN,2026-01-14,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000282,STF8250,Nurse Smith,CNA,2026-01-14,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000283,STF9868,Nurse Brown,Resident,2026-01-14,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000284,STF9584,Nurse Jones,PA,2026-01-14,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00000285,STF7355,Nurse Johnson,Pharmacist,2026-01-14,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000286,STF2267,Nurse Johnson,Physical Therapist,2026-01-14,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00000287,STF4570,Nurse Johnson,PA,2026-01-14,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000288,STF5762,Nurse Smith,Physician,2026-01-14,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000289,STF4998,Dr. Brown,LPN,2026-01-14,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000290,STF6655,Nurse Brown,PA,2026-01-14,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00000291,STF8296,Nurse Williams,NP,2026-01-14,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000292,STF4744,Nurse Johnson,Resident,2026-01-14,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000293,STF3761, Jones,Physician,2026-01-14,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000294,STF9698,Nurse Smith,Physician,2026-01-14,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000295,STF2474, Jones,CNA,2026-01-14,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00000296,STF1820,Nurse Brown,Resident,2026-01-14,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00000297,STF3441,Nurse Johnson,Resident,2026-01-14,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00000298,STF4753, Smith,NP,2026-01-14,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000299,STF4798, Johnson,LPN,2026-01-14,23:00,07:00,Telemetry,Telemetry - Zone A
SCH00000300,STF5722,Dr. Johnson,Respiratory Therapist,2026-01-14,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00000301,STF1281,Dr. Smith,Physician,2026-01-14,23:00,07:00,Telemetry,Telemetry - Zone C
SCH00000302,STF2663,Dr. Brown,Resident,2026-01-14,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000303,STF7044,Dr. Johnson,CNA,2026-01-14,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000304,STF1143, Smith,PA,2026-01-14,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00000305,STF9206,Dr. Johnson,Respiratory Therapist,2026-01-14,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00000306,STF1792,Dr. Jones,Pharmacist,2026-01-14,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00000307,STF7016,Dr. Brown,Physical Therapist,2026-01-14,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000308,STF3869, Jones,LPN,2026-01-14,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00000309,STF1692,Dr. Williams,LPN,2026-01-14,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000310,STF8549,Nurse Jones,Respiratory Therapist,2026-01-14,15:00,23:00,Telemetry,Telemetry - Zone C
SCH00000311,STF9871, Jones,NP,2026-01-14,23:00,07:00,Telemetry,Telemetry - Zone B
SCH00000312,STF7638,Dr. Jones,Resident,2026-01-14,23:00,07:00,Oncology,Oncology - Zone B
SCH00000313,STF9187,Dr. Jones,CNA,2026-01-14,07:00,19:00,Oncology,Oncology - Zone A
SCH00000314,STF7021,Nurse Brown,Resident,2026-01-14,07:00,19:00,Oncology,Oncology - Zone C
SCH00000315,STF7159,Nurse Brown,Resident,2026-01-14,07:00,15:00,Oncology,Oncology - Zone A
SCH00000316,STF4255, Johnson,RN,2026-01-14,19:00,07:00,Oncology,Oncology - Zone B
SCH00000317,STF8371,Nurse Brown,Physical Therapist,2026-01-14,19:00,07:00,Oncology,Oncology - Zone C
SCH00000318,STF5005,Nurse Williams,CNA,2026-01-14,07:00,19:00,Oncology,Oncology - Zone A
SCH00000319,STF8975,Nurse Williams,NP,2026-01-14,15:00,23:00,Oncology,Oncology - Zone C
SCH00000320,STF4353,Dr. Johnson,Pharmacist,2026-01-14,19:00,07:00,Oncology,Oncology - Zone B
SCH00000321,STF3384,Dr. Williams,LPN,2026-01-14,07:00,15:00,Oncology,Oncology - Zone B
SCH00000322,STF8620, Williams,NP,2026-01-14,15:00,23:00,Oncology,Oncology - Zone A
SCH00000323,STF6812,Dr. Brown,Respiratory Therapist,2026-01-14,23:00,07:00,Oncology,Oncology - Zone B
SCH00000324,STF2110,Nurse Jones,PA,2026-01-14,07:00,15:00,Oncology,Oncology - Zone A
SCH00000325,STF3718, Jones,RN,2026-01-14,07:00,19:00,Oncology,Oncology - Zone A
SCH00000326,STF5417,Dr. Jones,RN,2026-01-14,07:00,19:00,Oncology,Oncology - Zone C
SCH00000327,STF7082,Nurse Jones,RN,2026-01-14,15:00,23:00,Oncology,Oncology - Zone B
SCH00000328,STF8541,Nurse Williams,PA,2026-01-14,23:00,07:00,Oncology,Oncology - Zone B
SCH00000329,STF1834,Nurse Brown,Respiratory Therapist,2026-01-14,23:00,07:00,Oncology,Oncology - Zone A
SCH00000330,STF8100, Jones,Respiratory Therapist,2026-01-14,07:00,19:00,Oncology,Oncology - Zone C
SCH00000331,STF9289,Nurse Brown,LPN,2026-01-14,19:00,07:00,Oncology,Oncology - Zone B
SCH00000332,STF5376,Dr. Jones,CNA,2026-01-14,19:00,07:00,Oncology,Oncology - Zone A
SCH00000333,STF5518,Dr. Williams,NP,2026-01-14,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000334,STF1198, Johnson,CNA,2026-01-14,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000335,STF7841, Williams,CNA,2026-01-14,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000336,STF4450,Dr. Williams,RN,2026-01-14,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000337,STF8907,Dr. Brown,LPN,2026-01-14,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000338,STF2871, Williams,LPN,2026-01-14,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000339,STF8682, Williams,Resident,2026-01-14,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000340,STF6349, Jones,Respiratory Therapist,2026-01-14,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000341,STF9520,Dr. Smith,Resident,2026-01-14,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000342,STF8108, Williams,Pharmacist,2026-01-14,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000343,STF9173,Nurse Williams,NP,2026-01-14,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000344,STF2744,Dr. Johnson,CNA,2026-01-14,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000345,STF8607, Jones,CNA,2026-01-14,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000346,STF6947, Williams,NP,2026-01-14,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000347,STF5900, Brown,LPN,2026-01-14,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000348,STF2086,Nurse Brown,PA,2026-01-14,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000349,STF3523,Nurse Williams,NP,2026-01-14,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000350,STF2937,Nurse Brown,Resident,2026-01-14,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000351,STF4506,Nurse Johnson,NP,2026-01-14,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000352,STF3701,Nurse Jones,PA,2026-01-14,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000353,STF7174,Dr. Smith,LPN,2026-01-14,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000354,STF3458,Dr. Johnson,Respiratory Therapist,2026-01-14,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000355,STF1034,Dr. Williams,Pharmacist,2026-01-15,19:00,07:00,ICU,ICU - Zone A
SCH00000356,STF7009,Dr. Johnson,PA,2026-01-15,23:00,07:00,ICU,ICU - Zone A
SCH00000357,STF6075, Smith,PA,2026-01-15,07:00,19:00,ICU,ICU - Zone A
SCH00000358,STF1647,Dr. Brown,Physical Therapist,2026-01-15,07:00,19:00,ICU,ICU - Zone A
SCH00000359,STF9034,Nurse Jones,LPN,2026-01-15,07:00,15:00,ICU,ICU - Zone C
SCH00000360,STF9619,Dr. Smith,LPN,2026-01-15,23:00,07:00,ICU,ICU - Zone B
SCH00000361,STF8574, Jones,Physical Therapist,2026-01-15,07:00,15:00,ICU,ICU - Zone A
SCH00000362,STF2574, Williams,Pharmacist,2026-01-15,23:00,07:00,ICU,ICU - Zone A
SCH00000363,STF1524,Dr. Brown,NP,2026-01-15,07:00,15:00,ICU,ICU - Zone C
SCH00000364,STF8413,Nurse Brown,PA,2026-01-15,23:00,07:00,ICU,ICU - Zone B
SCH00000365,STF7848,Nurse Johnson,Physician,2026-01-15,07:00,15:00,ICU,ICU - Zone C
SCH00000366,STF8557,Dr. Smith,CNA,2026-01-15,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000367,STF2928,Dr. Johnson,CNA,2026-01-15,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000368,STF2203,Nurse Jones,Resident,2026-01-15,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000369,STF4919,Dr. Jones,Pharmacist,2026-01-15,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000370,STF5956,Dr. Williams,Physician,2026-01-15,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000371,STF3564,Dr. Smith,NP,2026-01-15,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000372,STF1514,Nurse Brown,Resident,2026-01-15,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000373,STF7512,Nurse Brown,PA,2026-01-15,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000374,STF6157,Dr. Williams,Physical Therapist,2026-01-15,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000375,STF7812,Dr. Smith,LPN,2026-01-15,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000376,STF3299,Nurse Williams,Physician,2026-01-15,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000377,STF4313,Dr. Williams,CNA,2026-01-15,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000378,STF6619,Dr. Smith,Physical Therapist,2026-01-15,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000379,STF8910,Dr. Williams,Respiratory Therapist,2026-01-15,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000380,STF9273, Jones,Resident,2026-01-15,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000381,STF4222, Jones,NP,2026-01-15,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000382,STF9964,Dr. Williams,Resident,2026-01-15,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000383,STF1293,Dr. Brown,NP,2026-01-15,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000384,STF7836,Dr. Williams,Pharmacist,2026-01-15,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000385,STF4651, Smith,Pharmacist,2026-01-15,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000386,STF4759,Nurse Smith,Physical Therapist,2026-01-15,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000387,STF9695,Nurse Johnson,Physician,2026-01-15,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00000388,STF7504,Dr. Williams,RN,2026-01-15,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000389,STF9769, Williams,Respiratory Therapist,2026-01-15,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000390,STF1838, Jones,Pharmacist,2026-01-15,23:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000391,STF5711, Williams,LPN,2026-01-15,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000392,STF3903, Brown,Respiratory Therapist,2026-01-15,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000393,STF2305,Dr. Smith,PA,2026-01-15,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000394,STF3127,Nurse Williams,Resident,2026-01-15,19:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000395,STF7808, Johnson,CNA,2026-01-15,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000396,STF6921, Jones,LPN,2026-01-15,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000397,STF2123,Dr. Johnson,LPN,2026-01-15,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000398,STF2081,Nurse Williams,Resident,2026-01-15,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000399,STF2989, Smith,Respiratory Therapist,2026-01-15,23:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000400,STF8884,Nurse Smith,Physical Therapist,2026-01-15,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000401,STF6787, Williams,CNA,2026-01-15,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000402,STF1298,Dr. Johnson,Physical Therapist,2026-01-15,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00000403,STF3627,Nurse Williams,Respiratory Therapist,2026-01-15,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000404,STF1488,Dr. Jones,PA,2026-01-15,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000405,STF7593, Brown,Physician,2026-01-15,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000406,STF2096,Nurse Brown,Physician,2026-01-15,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000407,STF6279,Dr. Brown,PA,2026-01-15,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000408,STF4081,Dr. Williams,RN,2026-01-15,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000409,STF6549,Nurse Smith,NP,2026-01-15,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000410,STF3196, Smith,LPN,2026-01-15,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000411,STF3224, Williams,Pharmacist,2026-01-15,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000412,STF2962,Nurse Johnson,Physical Therapist,2026-01-15,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00000413,STF6112,Dr. Smith,Respiratory Therapist,2026-01-15,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000414,STF1899,Nurse Brown,Resident,2026-01-15,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000415,STF3507,Dr. Jones,Resident,2026-01-15,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000416,STF6960, Williams,LPN,2026-01-15,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000417,STF7666,Nurse Johnson,RN,2026-01-15,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000418,STF2524, Smith,CNA,2026-01-15,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000419,STF6939,Nurse Williams,LPN,2026-01-15,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000420,STF3027, Smith,CNA,2026-01-15,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000421,STF4793, Jones,RN,2026-01-15,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000422,STF2305, Williams,Respiratory Therapist,2026-01-15,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000423,STF2645,Nurse Smith,NP,2026-01-15,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00000424,STF6460,Dr. Smith,Resident,2026-01-15,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00000425,STF1065,Nurse Williams,LPN,2026-01-15,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000426,STF7651,Dr. Jones,Respiratory Therapist,2026-01-15,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00000427,STF5056,Dr. Jones,LPN,2026-01-15,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000428,STF2701, Johnson,RN,2026-01-15,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000429,STF3774,Dr. Jones,Respiratory Therapist,2026-01-15,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00000430,STF5477, Johnson,Physical Therapist,2026-01-15,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00000431,STF1972, Brown,NP,2026-01-15,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000432,STF4153,Dr. Brown,Respiratory Therapist,2026-01-15,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000433,STF7742,Dr. Jones,Physical Therapist,2026-01-15,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000434,STF3042, Brown,NP,2026-01-15,07:00,15:00,Telemetry,Telemetry - Zone C
SCH00000435,STF1023,Dr. Williams,LPN,2026-01-15,15:00,23:00,Telemetry,Telemetry - Zone C
SCH00000436,STF3100, Smith,Physical Therapist,2026-01-15,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000437,STF5076,Dr. Smith,CNA,2026-01-15,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00000438,STF2182,Nurse Smith,NP,2026-01-15,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00000439,STF1046,Dr. Brown,Physician,2026-01-15,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00000440,STF2752,Dr. Johnson,PA,2026-01-15,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00000441,STF3019,Nurse Jones,PA,2026-01-15,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000442,STF8264,Nurse Williams,Physician,2026-01-15,19:00,07:00,Oncology,Oncology - Zone A
SCH00000443,STF4080,Nurse Brown,Physician,2026-01-15,15:00,23:00,Oncology,Oncology - Zone B
SCH00000444,STF1801,Nurse Johnson,Resident,2026-01-15,07:00,19:00,Oncology,Oncology - Zone B
SCH00000445,STF2006,Nurse Johnson,RN,2026-01-15,15:00,23:00,Oncology,Oncology - Zone C
SCH00000446,STF7773,Nurse Williams,LPN,2026-01-15,07:00,15:00,Oncology,Oncology - Zone A
SCH00000447,STF3900, Smith,NP,2026-01-15,07:00,19:00,Oncology,Oncology - Zone B
SCH00000448,STF8445,Dr. Brown,PA,2026-01-15,07:00,15:00,Oncology,Oncology - Zone C
SCH00000449,STF4291,Nurse Johnson,Resident,2026-01-15,15:00,23:00,Oncology,Oncology - Zone B
SCH00000450,STF8870,Dr. Johnson,Physician,2026-01-15,15:00,23:00,Oncology,Oncology - Zone A
SCH00000451,STF8961, Johnson,NP,2026-01-15,19:00,07:00,Oncology,Oncology - Zone C
SCH00000452,STF2799,Nurse Smith,Resident,2026-01-15,07:00,15:00,Oncology,Oncology - Zone C
SCH00000453,STF5453,Nurse Smith,Respiratory Therapist,2026-01-15,07:00,15:00,Oncology,Oncology - Zone C
SCH00000454,STF2031,Nurse Williams,Physical Therapist,2026-01-15,07:00,19:00,Oncology,Oncology - Zone A
SCH00000455,STF5002, Johnson,Respiratory Therapist,2026-01-15,23:00,07:00,Oncology,Oncology - Zone C
SCH00000456,STF9143,Dr. Williams,Respiratory Therapist,2026-01-15,07:00,19:00,Oncology,Oncology - Zone A
SCH00000457,STF7876,Nurse Johnson,Physical Therapist,2026-01-15,07:00,15:00,Oncology,Oncology - Zone A
SCH00000458,STF4069,Nurse Williams,LPN,2026-01-15,07:00,15:00,Oncology,Oncology - Zone C
SCH00000459,STF5455,Nurse Jones,Physical Therapist,2026-01-15,19:00,07:00,Oncology,Oncology - Zone C
SCH00000460,STF2574,Dr. Johnson,NP,2026-01-15,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000461,STF6320,Nurse Johnson,RN,2026-01-15,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000462,STF9724,Nurse Jones,PA,2026-01-15,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000463,STF1269,Dr. Johnson,LPN,2026-01-15,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000464,STF7729,Nurse Jones,RN,2026-01-15,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000465,STF2189, Johnson,LPN,2026-01-15,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000466,STF4616,Dr. Smith,Physician,2026-01-15,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000467,STF5201,Dr. Williams,RN,2026-01-15,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000468,STF8370,Dr. Jones,Physician,2026-01-15,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000469,STF2946, Johnson,LPN,2026-01-15,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000470,STF1723,Dr. Smith,Pharmacist,2026-01-15,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000471,STF9020,Dr. Smith,Physician,2026-01-15,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000472,STF9252,Nurse Smith,Physical Therapist,2026-01-15,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000473,STF7997, Johnson,PA,2026-01-15,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000474,STF1440, Williams,LPN,2026-01-15,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000475,STF4154, Smith,CNA,2026-01-15,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000476,STF3939,Dr. Williams,Physician,2026-01-15,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000477,STF8550, Johnson,RN,2026-01-15,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000478,STF1515, Williams,LPN,2026-01-15,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000479,STF8074,Nurse Brown,CNA,2026-01-15,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000480,STF1124, Johnson,CNA,2026-01-15,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000481,STF2778,Dr. Johnson,LPN,2026-01-16,19:00,07:00,ICU,ICU - Zone A
SCH00000482,STF7800, Johnson,LPN,2026-01-16,15:00,23:00,ICU,ICU - Zone A
